"symbol"	"ensembl_gene_id"	"entrez_id"
"LMNTD1"	"ENSG00000152936"	160492
"LMNTD2"	"ENSG00000275873"	256329
"LMNTD2"	"ENSG00000185522"	256329
"LMO1"	"ENSG00000166407"	4004
"LMO2"	"ENSG00000135363"	4005
"LMO3"	"ENSG00000048540"	55885
"LMO4"	"ENSG00000143013"	8543
"LMOD1"	"ENSG00000163431"	25802
"LMX1A"	"ENSG00000162761"	4009
"LOXL4"	"ENSG00000138131"	84171
"LPAR3"	"ENSG00000171517"	23566
"LPAR5"	"ENSG00000184574"	57121
"LPCAT3"	"ENSG00000111684"	10162
"LPGAT1"	"ENSG00000123684"	9926
"LPXN"	"ENSG00000110031"	9404
"LRFN4"	"ENSG00000173621"	78999
"LRIF1"	"ENSG00000121931"	55791
"LRIG2"	"ENSG00000198799"	9860
"LRIG3"	"ENSG00000139263"	121227
"LRIT1"	"ENSG00000148602"	26103
"LRIT2"	"ENSG00000204033"	340745
"LRMDA"	"ENSG00000148655"	83938
"LRP1"	"ENSG00000123384"	4035
"LRP4"	"ENSG00000134569"	4038
"LRP5"	"ENSG00000162337"	4041
"LRP6"	"ENSG00000281324"	4040
"LRP6"	"ENSG00000070018"	4040
"LRP8"	"ENSG00000157193"	7804
"LRRC10B"	"ENSG00000204950"	390205
"LRRC18"	"ENSG00000165383"	474354
"LRRC20"	"ENSG00000172731"	55222
"LRRC23"	"ENSG00000010626"	10233
"LRRC27"	"ENSG00000148814"	80313
"LRRC32"	"ENSG00000137507"	2615
"LRRC38"	"ENSG00000162494"	126755
"LRRC39"	"ENSG00000122477"	127495
"LRRC40"	"ENSG00000066557"	55631
"LRRC41"	"ENSG00000132128"	10489
"LRRC42"	"ENSG00000116212"	115353
"LRRC47"	"ENSG00000130764"	57470
"LRRC4C"	"ENSG00000148948"	57689
"LRRC52"	"ENSG00000162763"	440699
"LRRC55"	"ENSG00000183908"	219527
"LRRC56"	"ENSG00000273831"	115399
"LRRC56"	"ENSG00000161328"	115399
"LRRC7"	"ENSG00000033122"	57554
"LRRC71"	"ENSG00000160838"	149499
"LRRC8B"	"ENSG00000197147"	23507
"LRRC8C"	"ENSG00000171488"	84230
"LRRC8D"	"ENSG00000171492"	55144
"LRRIQ3"	"ENSG00000162620"	127255
"LRRK2"	"ENSG00000188906"	120892
"LRRN2"	"ENSG00000170382"	10446
"LRRN4CL"	"ENSG00000177363"	221091
"LRRTM3"	"ENSG00000198739"	347731
"LRTM2"	"ENSG00000285383"	654429
"LRTM2"	"ENSG00000166159"	654429
"LRTOMT"	"ENSG00000184154"	220074
"LSM10"	"ENSG00000181817"	84967
"LSP1"	"ENSG00000288199"	4046
"LSP1"	"ENSG00000130592"	4046
"LTBR"	"ENSG00000111321"	4055
"LURAP1"	"ENSG00000171357"	541468
"LUZP1"	"ENSG00000169641"	7798
"LUZP2"	"ENSG00000187398"	338645
"LY9"	"ENSG00000122224"	4063
"LYPD8"	"ENSG00000259823"	646627
"LYPLA2"	"ENSG00000011009"	11313
"LYPLAL1"	"ENSG00000143353"	127018
"LYSMD1"	"ENSG00000163155"	388695
"LYST"	"ENSG00000143669"	1130
"LYVE1"	"ENSG00000133800"	10894
"LYZL1"	"ENSG00000120563"	84569
"LYZL2"	"ENSG00000151033"	119180
"LZIC"	"ENSG00000162441"	84328
"LZTS2"	"ENSG00000107816"	84445
"M6PR"	"ENSG00000003056"	4074
"MAB21L3"	"ENSG00000173212"	126868
"MACF1"	"ENSG00000127603"	23499
"MACROD1"	"ENSG00000133315"	28992
"MAD2L2"	"ENSG00000116670"	10459
"MADD"	"ENSG00000110514"	8567
"MAEL"	"ENSG00000143194"	84944
"MAGI3"	"ENSG00000081026"	260425
"MAGOH"	"ENSG00000162385"	4116
"MAGOHB"	"ENSG00000111196"	55110
"MAJIN"	"ENSG00000168070"	283129
"MALRD1"	"ENSG00000204740"	340895
"MAML2"	"ENSG00000184384"	84441
"MAN1A2"	"ENSG00000198162"	10905
"MAN1C1"	"ENSG00000117643"	57134
"MANEAL"	"ENSG00000185090"	149175
"MANSC1"	"ENSG00000281818"	54682
"MANSC1"	"ENSG00000111261"	54682
"MANSC4"	"ENSG00000205693"	100287284
"MAP10"	"ENSG00000212916"	54627
"MAP1LC3C"	"ENSG00000197769"	440738
"MAP3K11"	"ENSG00000173327"	4296
"MAP3K12"	"ENSG00000139625"	7786
"MAP3K6"	"ENSG00000142733"	9064
"MAP3K8"	"ENSG00000107968"	1326
"MAP4K2"	"ENSG00000168067"	5871
"MAP6"	"ENSG00000171533"	4135
"MAP7D1"	"ENSG00000116871"	55700
"MAPK8"	"ENSG00000107643"	5599
"MAPK8IP1"	"ENSG00000121653"	9479
"MAPKAPK2"	"ENSG00000162889"	9261
"MARCKSL1"	"ENSG00000175130"	65108
"MARK1"	"ENSG00000116141"	4139
"MARK2"	"ENSG00000072518"	2011
"MARVELD1"	"ENSG00000155254"	83742
"MASP2"	"ENSG00000009724"	10747
"MAST2"	"ENSG00000086015"	23139
"MASTL"	"ENSG00000120539"	84930
"MAT1A"	"ENSG00000151224"	4143
"MATN1"	"ENSG00000162510"	4146
"MBD6"	"ENSG00000166987"	114785
"MBL2"	"ENSG00000165471"	4153
"MCAM"	"ENSG00000076706"	4162
"MCL1"	"ENSG00000143384"	4170
"MCL1"	"ENSG00000143384"	574406
"MCM10"	"ENSG00000065328"	55388
"MCMBP"	"ENSG00000197771"	79892
"MCOLN2"	"ENSG00000153898"	255231
"MCOLN3"	"ENSG00000055732"	55283
"MCRS1"	"ENSG00000187778"	10445
"MCU"	"ENSG00000156026"	90550
"MDK"	"ENSG00000110492"	4192
"MDM4"	"ENSG00000198625"	4194
"MDS2"	"ENSG00000197880"	259283
"ME3"	"ENSG00000151376"	10873
"MEAF6"	"ENSG00000163875"	64769
"MECR"	"ENSG00000116353"	51102
"MED17"	"ENSG00000042429"	9440
"MED18"	"ENSG00000284944"	54797
"MED18"	"ENSG00000130772"	54797
"MED19"	"ENSG00000156603"	219541
"MED21"	"ENSG00000152944"	9412
"MED8"	"ENSG00000159479"	112950
"MEF2D"	"ENSG00000116604"	4209
"MEGF6"	"ENSG00000162591"	1953
"MEIG1"	"ENSG00000197889"	644890
"MEN1"	"ENSG00000133895"	4221
"METTL1"	"ENSG00000037897"	4234
"METTL11B"	"ENSG00000203740"	149281
"METTL15"	"ENSG00000169519"	196074
"METTL18"	"ENSG00000171806"	92342
"METTL7A"	"ENSG00000185432"	25840
"METTL7B"	"ENSG00000170439"	196410
"MEX3A"	"ENSG00000254726"	92312
"MFAP2"	"ENSG00000117122"	4237
"MFAP5"	"ENSG00000197614"	8076
"MFN2"	"ENSG00000116688"	9927
"MFRP"	"ENSG00000235718"	83552
"MFSD13A"	"ENSG00000138111"	79847
"MFSD14A"	"ENSG00000156875"	64645
"MFSD2A"	"ENSG00000168389"	84879
"MFSD4A"	"ENSG00000174514"	148808
"MFSD5"	"ENSG00000182544"	84975
"MGMT"	"ENSG00000170430"	4255
"MGP"	"ENSG00000111341"	4256
"MGST1"	"ENSG00000008394"	4257
"MGST3"	"ENSG00000143198"	4259
"MIA3"	"ENSG00000154305"	375056
"MIB2"	"ENSG00000197530"	142678
"MICAL2"	"ENSG00000133816"	9645
"MICAL2"	"ENSG00000133816"	84953
"MICU1"	"ENSG00000107745"	10367
"MIER1"	"ENSG00000198160"	57708
"MIGA1"	"ENSG00000180488"	374986
"MIIP"	"ENSG00000116691"	60672
"MINDY1"	"ENSG00000143409"	55793
"MINDY3"	"ENSG00000148481"	80013
"MINPP1"	"ENSG00000107789"	9562
"MIP"	"ENSG00000135517"	4284
"MIXL1"	"ENSG00000185155"	83881
"MKI67"	"ENSG00000148773"	4288
"MKNK1"	"ENSG00000079277"	8569
"MKX"	"ENSG00000150051"	283078
"MLF2"	"ENSG00000089693"	8079
"MLLT10"	"ENSG00000078403"	8028
"MLLT11"	"ENSG00000213190"	10962
"MMACHC"	"ENSG00000132763"	25974
"MMEL1"	"ENSG00000277131"	79258
"MMEL1"	"ENSG00000142606"	79258
"MMP1"	"ENSG00000196611"	4312
"MMP10"	"ENSG00000166670"	4319
"MMP12"	"ENSG00000262406"	4321
"MMP13"	"ENSG00000137745"	4322
"MMP19"	"ENSG00000123342"	4327
"MMP20"	"ENSG00000137674"	9313
"MMP21"	"ENSG00000154485"	118856
"MMP23B"	"ENSG00000189409"	8510
"MMP25"	"ENSG00000008516"	64386
"MMP26"	"ENSG00000167346"	56547
"MMP27"	"ENSG00000137675"	64066
"MMP3"	"ENSG00000149968"	4314
"MMP7"	"ENSG00000137673"	4316
"MMP8"	"ENSG00000118113"	4317
"MMRN2"	"ENSG00000173269"	79812
"MMS19"	"ENSG00000155229"	64210
"MNDA"	"ENSG00000163563"	4332
"MOB2"	"ENSG00000182208"	81532
"MOB3C"	"ENSG00000142961"	148932
"MOGAT2"	"ENSG00000166391"	80168
"MON2"	"ENSG00000061987"	23041
"MORN1"	"ENSG00000116151"	79906
"MORN4"	"ENSG00000171160"	118812
"MOV10"	"ENSG00000155363"	4343
"MPC2"	"ENSG00000143158"	25874
"MPEG1"	"ENSG00000197629"	219972
"MPL"	"ENSG00000117400"	4352
"MPP2"	"ENSG00000108852"	4355
"MPP7"	"ENSG00000150054"	143098
"MPPED2"	"ENSG00000066382"	744
"MPZ"	"ENSG00000158887"	4359
"MPZL1"	"ENSG00000197965"	9019
"MPZL2"	"ENSG00000149573"	10205
"MPZL3"	"ENSG00000160588"	196264
"MR1"	"ENSG00000153029"	3140
"MRC1"	"ENSG00000260314"	4360
"MRE11"	"ENSG00000020922"	4361
"MRGPRD"	"ENSG00000172938"	116512
"MRGPRE"	"ENSG00000184350"	116534
"MRGPRF"	"ENSG00000172935"	116535
"MRGPRG"	"ENSG00000182170"	386746
"MRGPRX1"	"ENSG00000170255"	259249
"MRGPRX2"	"ENSG00000183695"	117194
"MRGPRX3"	"ENSG00000179826"	117195
"MRGPRX4"	"ENSG00000179817"	117196
"MRLN"	"ENSG00000227877"	100507027
"MROH7"	"ENSG00000184313"	374977
"MROH9"	"ENSG00000117501"	80133
"MRPL11"	"ENSG00000174547"	65003
"MRPL16"	"ENSG00000166902"	54948
"MRPL17"	"ENSG00000158042"	63875
"MRPL20"	"ENSG00000242485"	55052
"MRPL21"	"ENSG00000197345"	219927
"MRPL23"	"ENSG00000288141"	6150
"MRPL23"	"ENSG00000288141"	107987373
"MRPL23"	"ENSG00000214026"	6150
"MRPL23"	"ENSG00000214026"	107987373
"MRPL24"	"ENSG00000143314"	79590
"MRPL37"	"ENSG00000116221"	51253
"MRPL43"	"ENSG00000055950"	84545
"MRPL48"	"ENSG00000175581"	51642
"MRPL49"	"ENSG00000149792"	740
"MRPL51"	"ENSG00000111639"	51258
"MRPL55"	"ENSG00000162910"	128308
"MRPL9"	"ENSG00000143436"	65005
"MRPS14"	"ENSG00000120333"	63931
"MRPS15"	"ENSG00000116898"	64960
"MRPS16"	"ENSG00000182180"	51021
"MRPS21"	"ENSG00000266472"	54460
"MRPS35"	"ENSG00000061794"	60488
"MRTO4"	"ENSG00000053372"	51154
"MS4A1"	"ENSG00000156738"	931
"MS4A10"	"ENSG00000172689"	341116
"MS4A12"	"ENSG00000071203"	54860
"MS4A13"	"ENSG00000204979"	503497
"MS4A14"	"ENSG00000166928"	84689
"MS4A15"	"ENSG00000166961"	219995
"MS4A2"	"ENSG00000149534"	2206
"MS4A3"	"ENSG00000149516"	932
"MS4A4A"	"ENSG00000110079"	51338
"MS4A4E"	"ENSG00000214787"	643680
"MS4A5"	"ENSG00000166930"	64232
"MS4A6A"	"ENSG00000110077"	64231
"MS4A6E"	"ENSG00000166926"	245802
"MS4A7"	"ENSG00000166927"	58475
"MS4A8"	"ENSG00000166959"	83661
"MSANTD2"	"ENSG00000120458"	79684
"MSANTD4"	"ENSG00000170903"	84437
"MSH4"	"ENSG00000057468"	4438
"MSMB"	"ENSG00000263639"	4477
"MSRB2"	"ENSG00000148450"	22921
"MSS51"	"ENSG00000166343"	118490
"MSTO1"	"ENSG00000125459"	55154
"MT1HL1"	"ENSG00000244020"	645745
"MTA2"	"ENSG00000149480"	9219
"MTCH2"	"ENSG00000285121"	23788
"MTCH2"	"ENSG00000109919"	23788
"MTF1"	"ENSG00000188786"	4520
"MTF2"	"ENSG00000143033"	22823
"MTFR1L"	"ENSG00000117640"	56181
"MTG1"	"ENSG00000148824"	92170
"MTHFR"	"ENSG00000177000"	4524
"MTMR11"	"ENSG00000014914"	10903
"MTMR2"	"ENSG00000087053"	8898
"MTNR1B"	"ENSG00000134640"	4544
"MTOR"	"ENSG00000198793"	2475
"MTPAP"	"ENSG00000107951"	55149
"MTR"	"ENSG00000116984"	4548
"MTRNR2L5"	"ENSG00000249860"	100463289
"MTRNR2L7"	"ENSG00000256892"	100288485
"MTRNR2L8"	"ENSG00000255823"	100463486
"MTX1"	"ENSG00000173171"	4580
"MUC1"	"ENSG00000185499"	4582
"MUC15"	"ENSG00000169550"	143662
"MUC19"	"ENSG00000205592"	283463
"MUC2"	"ENSG00000278466"	4583
"MUC2"	"ENSG00000198788"	4583
"MUC5AC"	"ENSG00000283158"	4586
"MUC5AC"	"ENSG00000215182"	4586
"MUC5B"	"ENSG00000117983"	727897
"MUC6"	"ENSG00000277518"	4588
"MUC6"	"ENSG00000277281"	4588
"MUC6"	"ENSG00000283350"	4588
"MUC6"	"ENSG00000184956"	4588
"MUCL1"	"ENSG00000172551"	118430
"MUL1"	"ENSG00000090432"	79594
"MUS81"	"ENSG00000172732"	80198
"MUTYH"	"ENSG00000132781"	4595
"MXI1"	"ENSG00000119950"	4601
"MXRA8"	"ENSG00000162576"	54587
"MYBPC3"	"ENSG00000134571"	4607
"MYBPH"	"ENSG00000133055"	4608
"MYBPHL"	"ENSG00000221986"	343263
"MYCBP"	"ENSG00000214114"	26292
"MYCL"	"ENSG00000116990"	4610
"MYEOV"	"ENSG00000172927"	26579
"MYL6"	"ENSG00000092841"	4637
"MYL6B"	"ENSG00000196465"	140465
"MYO1A"	"ENSG00000166866"	4640
"MYO3A"	"ENSG00000095777"	53904
"MYO7A"	"ENSG00000137474"	4647
"MYOC"	"ENSG00000034971"	4653
"MYOD1"	"ENSG00000129152"	4654
"MYOF"	"ENSG00000138119"	26509
"MYOG"	"ENSG00000122180"	4656
"MYOM3"	"ENSG00000142661"	127294
"MYOZ1"	"ENSG00000177791"	58529
"MYPN"	"ENSG00000138347"	84665
"MYRF"	"ENSG00000124920"	745
"MYSM1"	"ENSG00000162601"	114803
"NAA40"	"ENSG00000110583"	79829
"NAALAD2"	"ENSG00000285516"	10003
"NAALAD2"	"ENSG00000077616"	10003
"NAALADL1"	"ENSG00000168060"	10004
"NAB2"	"ENSG00000166886"	4665
"NABP2"	"ENSG00000139579"	79035
"NACA"	"ENSG00000196531"	4666
"NADK"	"ENSG00000008130"	65220
"NADSYN1"	"ENSG00000172890"	55191
"NANOG"	"ENSG00000111704"	79923
"NANOGNB"	"ENSG00000205857"	360030
"NANOS1"	"ENSG00000188613"	340719
"NAP1L4"	"ENSG00000273562"	4676
"NAP1L4"	"ENSG00000205531"	4676
"NARS2"	"ENSG00000137513"	79731
"NASP"	"ENSG00000132780"	4678
"NAT10"	"ENSG00000135372"	55226
"NAV1"	"ENSG00000134369"	89796
"NAV2"	"ENSG00000166833"	89797
"NAXE"	"ENSG00000163382"	128240
"NBL1"	"ENSG00000158747"	4681
"NBL1"	"ENSG00000158747"	100532736
"NBPF1"	"ENSG00000219481"	55672
"NBPF11"	"ENSG00000263956"	200030
"NBPF14"	"ENSG00000270629"	25832
"NBPF15"	"ENSG00000266338"	284565
"NBPF3"	"ENSG00000142794"	84224
"NBPF4"	"ENSG00000196427"	148545
"NBPF6"	"ENSG00000186086"	653149
"NCAM1"	"ENSG00000149294"	4684
"NCAPD2"	"ENSG00000010292"	9918
"NCAPD3"	"ENSG00000151503"	23310
"NCDN"	"ENSG00000020129"	23154
"NCF2"	"ENSG00000116701"	4688
"NCKAP1L"	"ENSG00000123338"	3071
"NCKAP5L"	"ENSG00000167566"	57701
"NCMAP"	"ENSG00000184454"	400746
"NCOA4"	"ENSG00000266412"	8031
"NCR3LG1"	"ENSG00000188211"	374383
"NCSTN"	"ENSG00000162736"	23385
"NDC1"	"ENSG00000058804"	55706
"NDST2"	"ENSG00000166507"	8509
"NDUFA4L2"	"ENSG00000185633"	56901
"NDUFA9"	"ENSG00000139180"	4704
"NDUFB8"	"ENSG00000166136"	4714
"NDUFS2"	"ENSG00000158864"	4720
"NDUFS3"	"ENSG00000285387"	4722
"NDUFS3"	"ENSG00000213619"	4722
"NDUFS5"	"ENSG00000168653"	4725
"NDUFS8"	"ENSG00000110717"	4728
"NDUFV1"	"ENSG00000167792"	4723
"NEBL"	"ENSG00000078114"	10529
"NECAP1"	"ENSG00000089818"	25977
"NECAP2"	"ENSG00000157191"	55707
"NECTIN1"	"ENSG00000110400"	5818
"NECTIN4"	"ENSG00000143217"	81607
"NEGR1"	"ENSG00000172260"	257194
"NEK2"	"ENSG00000117650"	4751
"NEK7"	"ENSG00000151414"	140609
"NELL1"	"ENSG00000165973"	4745
"NELL2"	"ENSG00000184613"	4753
"NEMP1"	"ENSG00000166881"	23306
"NENF"	"ENSG00000117691"	29937
"NES"	"ENSG00000132688"	10763
"NET1"	"ENSG00000173848"	10276
"NEU3"	"ENSG00000162139"	10825
"NEURL1"	"ENSG00000107954"	9148
"NEUROD4"	"ENSG00000123307"	58158
"NEUROG3"	"ENSG00000122859"	50674
"NEXN"	"ENSG00000162614"	91624
"NFASC"	"ENSG00000163531"	23114
"NFE2"	"ENSG00000123405"	4778
"NFIA"	"ENSG00000162599"	4774
"NFKB2"	"ENSG00000077150"	4791
"NFRKB"	"ENSG00000170322"	4798
"NFYC"	"ENSG00000066136"	4802
"NGF"	"ENSG00000134259"	4803
"NHLH1"	"ENSG00000171786"	4807
"NHLH2"	"ENSG00000177551"	4808
"NHLRC2"	"ENSG00000196865"	374354
"NID1"	"ENSG00000116962"	4811
"NINJ2"	"ENSG00000171840"	4815
"NIPAL3"	"ENSG00000001461"	57185
"NIT1"	"ENSG00000158793"	4817
"NKAIN1"	"ENSG00000084628"	79570
"NKAPD1"	"ENSG00000150776"	55216
"NKX1-1"    "ENSG00000235608"   54729
"NKX1-2"	"ENSG00000229544"	390010
"NKX2-3"	"ENSG00000119919"	159296
"NKX6-2"	"ENSG00000148826"	84504
"NLRP10"	"ENSG00000276780"	338322
"NLRP10"	"ENSG00000281166"	338322
"NLRP10"	"ENSG00000182261"	338322
"NLRP14"	"ENSG00000158077"	338323
"NLRP3"	"ENSG00000162711"	114548
"NLRP6"	"ENSG00000174885"	171389
"NLRX1"	"ENSG00000160703"	79671
"NME7"	"ENSG00000143156"	29922
"NMNAT1"	"ENSG00000173614"	64802
"NMNAT2"	"ENSG00000157064"	23057
"NMT2"	"ENSG00000152465"	9397
"NNMT"	"ENSG00000166741"	4837
"NOC2L"	"ENSG00000188976"	26155
"NOC3L"	"ENSG00000173145"	64318
"NODAL"	"ENSG00000156574"	4838
"NOL9"	"ENSG00000162408"	79707
"NOLC1"	"ENSG00000166197"	9221
"NOP2"	"ENSG00000111641"	4839
"NOS1AP"	"ENSG00000198929"	9722
"NOTCH2"	"ENSG00000134250"	4853
"NOX4"	"ENSG00000086991"	50507
"NPAS4"	"ENSG00000174576"	266743
"NPAT"	"ENSG00000149308"	4863
"NPFF"	"ENSG00000139574"	8620
"NPFFR1"	"ENSG00000148734"	64106
"NPHP4"	"ENSG00000131697"	261734
"NPHS2"	"ENSG00000116218"	7827
"NPL"	"ENSG00000135838"	80896
"NPM3"	"ENSG00000107833"	10360
"NPPA"	"ENSG00000175206"	4878
"NPPB"	"ENSG00000120937"	4879
"NPR1"	"ENSG00000169418"	4881
"NPS"	"ENSG00000214285"	594857
"NPY4R"	"ENSG00000204174"	5540
"NR0B2"	"ENSG00000131910"	8431
"NR1H3"	"ENSG00000025434"	10062
"NR1I3"	"ENSG00000143257"	9970
"NR4A1"	"ENSG00000123358"	3164
"NR5A2"	"ENSG00000116833"	2494
"NRAP"	"ENSG00000197893"	4892
"NRAS"	"ENSG00000213281"	4893
"NRBF2"	"ENSG00000148572"	29982
"NRDC"	"ENSG00000078618"	4898
"NRG3"	"ENSG00000185737"	10718
"NRGN"	"ENSG00000154146"	4900
"NRIP2"	"ENSG00000053702"	83714
"NRIP3"	"ENSG00000175352"	56675
"NRP1"	"ENSG00000099250"	8829
"NRXN2"	"ENSG00000110076"	9379
"NSL1"	"ENSG00000117697"	25936
"NSMCE4A"	"ENSG00000107672"	54780
"NSUN4"	"ENSG00000117481"	387338
"NSUN6"	"ENSG00000241058"	221078
"NT5C1A"	"ENSG00000116981"	84618
"NT5C2"	"ENSG00000076685"	22978
"NTF3"	"ENSG00000185652"	4908
"NTM"	"ENSG00000182667"	50863
"NTNG1"	"ENSG00000162631"	22854
"NTNG2"	"ENSG00000196358"	84628
"NTPCR"	"ENSG00000135778"	84284
"NTRK1"	"ENSG00000198400"	4914
"NUAK2"	"ENSG00000163545"	81788
"NUCB2"	"ENSG00000070081"	4925
"NUCKS1"	"ENSG00000069275"	64710
"NUDC"	"ENSG00000090273"	10726
"NUDT13"	"ENSG00000166321"	25961
"NUDT17"	"ENSG00000186364"	200035
"NUDT22"	"ENSG00000149761"	84304
"NUDT5"	"ENSG00000165609"	11164
"NUDT8"	"ENSG00000167799"	254552
"NUF2"	"ENSG00000143228"	83540
"NUMA1"	"ENSG00000137497"	4926
"NUP133"	"ENSG00000069248"	55746
"NUP160"	"ENSG00000030066"	23279
"NUP210L"	"ENSG00000143552"	91181
"NUP98"	"ENSG00000110713"	4928
"NUTM2A"	"ENSG00000184923"	728118
"NUTM2D"	"ENSG00000214562"	728130
"NVL"	"ENSG00000143748"	4931
"NXF1"	"ENSG00000162231"	10482
"NXPE1"	"ENSG00000095110"	120400
"NXPE2"	"ENSG00000204361"	120406
"NXPE4"	"ENSG00000137634"	54827
"NXPH4"	"ENSG00000182379"	11247
"OAF"	"ENSG00000184232"	220323
"OAT"	"ENSG00000065154"	4942
"OAZ3"	"ENSG00000143450"	51686
"OBSCN"	"ENSG00000154358"	84033
"ODF2L"	"ENSG00000122417"	57489
"ODF3"	"ENSG00000177947"	113746
"OGDHL"	"ENSG00000197444"	55753
"OIT3"	"ENSG00000138315"	170392
"OLAH"	"ENSG00000152463"	55301
"OLFM3"	"ENSG00000118733"	118427
"OLFML1"	"ENSG00000183801"	283298
"OLFML2B"	"ENSG00000162745"	25903
"OLFML3"	"ENSG00000116774"	56944
"OLR1"	"ENSG00000173391"	4973
"OMA1"	"ENSG00000162600"	115209
"OMP"	"ENSG00000254550"	4975
"OOSP2"	"ENSG00000285422"	219990
"OOSP2"	"ENSG00000149507"	219990
"OPALIN"	"ENSG00000197430"	93377
"OPCML"	"ENSG00000183715"	4978
"OPN3"	"ENSG00000054277"	23596
"OPN4"	"ENSG00000122375"	94233
"OPRD1"	"ENSG00000116329"	4985
"OPTC"	"ENSG00000188770"	26254
"OPTN"	"ENSG00000123240"	10133
"OR10A2"	"ENSG00000170790"	341276
"OR10A3"	"ENSG00000273953"	26496
"OR10A3"	"ENSG00000281680"	26496
"OR10A3"	"ENSG00000170683"	26496
"OR10A4"	"ENSG00000170782"	283297
"OR10A5"	"ENSG00000166363"	144124
"OR10A6"	"ENSG00000276451"	390093
"OR10A6"	"ENSG00000280899"	390093
"OR10A6"	"ENSG00000279000"	390093
"OR10A7"	"ENSG00000179919"	121364
"OR10AD1"	"ENSG00000172640"	121275
"OR10AG1"	"ENSG00000174970"	282770
"OR10G4"	"ENSG00000254737"	390264
"OR10G7"	"ENSG00000182634"	390265
"OR10G8"	"ENSG00000234560"	219869
"OR10G9"	"ENSG00000236981"	219870
"OR10J1"	"ENSG00000196184"	26476
"OR10J3"	"ENSG00000196266"	441911
"OR10J5"	"ENSG00000184155"	127385
"OR10K1"	"ENSG00000173285"	391109
"OR10K2"	"ENSG00000180708"	391107
"OR10P1"	"ENSG00000175398"	121130
"OR10Q1"	"ENSG00000180475"	219960
"OR10R2"	"ENSG00000198965"	343406
"OR10S1"	"ENSG00000196248"	219873
"OR10T2"	"ENSG00000186306"	128360
"OR10V1"	"ENSG00000172289"	390201
"OR10W1"	"ENSG00000172772"	81341
"OR10X1"	"ENSG00000279111"	128367
"OR10Z1"	"ENSG00000198967"	128368
"OR11L1"	"ENSG00000197591"	391189
"OR13A1"	"ENSG00000277495"	79290
"OR13A1"	"ENSG00000256574"	79290
"OR13G1"	"ENSG00000197437"	441933
"OR14A16"	"ENSG00000196772"	284532
"OR14C36"	"ENSG00000177174"	127066
"OR14I1"	"ENSG00000189181"	401994
"OR1C1"	"ENSG00000221888"	26188
"OR1S1"	"ENSG00000280204"	219959
"OR1S2"	"ENSG00000197887"	219958
"OR2AG1"	"ENSG00000279486"	144125
"OR2AG2"	"ENSG00000188124"	338755
"OR2AK2"	"ENSG00000187080"	391191
"OR2AP1"	"ENSG00000179615"	121129
"OR2AT4"	"ENSG00000171561"	341152
"OR2B11"	"ENSG00000177535"	127623
"OR2C3"	"ENSG00000196242"	81472
"OR2C3"	"ENSG00000196242"	148824
"OR2D2"	"ENSG00000166368"	120776
"OR2D3"	"ENSG00000178358"	120775
"OR2G2"	"ENSG00000177489"	81470
"OR2G3"	"ENSG00000177476"	81469
"OR2G6"	"ENSG00000188558"	391211
"OR2L13"	"ENSG00000196071"	284521
"OR2L2"	"ENSG00000203663"	26246
"OR2L3"	"ENSG00000198128"	391192
"OR2L5"	"ENSG00000197454"	81466
"OR2L8"	"ENSG00000279263"	391190
"OR2M2"	"ENSG00000198601"	391194
"OR2M3"	"ENSG00000228198"	127062
"OR2M4"	"ENSG00000171180"	26245
"OR2M5"	"ENSG00000162727"	127059
"OR2M7"	"ENSG00000177186"	391196
"OR2T1"	"ENSG00000273508"	26696
"OR2T1"	"ENSG00000275244"	26696
"OR2T1"	"ENSG00000175143"	26696
"OR2T10"	"ENSG00000184022"	127069
"OR2T11"	"ENSG00000279301"	127077
"OR2T12"	"ENSG00000177201"	127064
"OR2T2"	"ENSG00000275754"	401992
"OR2T2"	"ENSG00000276821"	401992
"OR2T2"	"ENSG00000196240"	401992
"OR2T27"	"ENSG00000187701"	403239
"OR2T29"	"ENSG00000182783"	343563
"OR2T3"	"ENSG00000277113"	343173
"OR2T3"	"ENSG00000278377"	343173
"OR2T3"	"ENSG00000196539"	343173
"OR2T33"	"ENSG00000177212"	391195
"OR2T34"	"ENSG00000183310"	127068
"OR2T35"	"ENSG00000177151"	403244
"OR2T4"	"ENSG00000275617"	127074
"OR2T4"	"ENSG00000274870"	127074
"OR2T4"	"ENSG00000196944"	127074
"OR2T5"	"ENSG00000275102"	401993
"OR2T5"	"ENSG00000273827"	401993
"OR2T5"	"ENSG00000203661"	401993
"OR2T6"	"ENSG00000278659"	254879
"OR2T6"	"ENSG00000278689"	254879
"OR2T6"	"ENSG00000198104"	254879
"OR2T8"	"ENSG00000177462"	343172
"OR2W3"	"ENSG00000238243"	343171
"OR4A15"	"ENSG00000181958"	81328
"OR4A16"	"ENSG00000181961"	81327
"OR4A47"	"ENSG00000237388"	403253
"OR4A5"	"ENSG00000221840"	81318
"OR4B1"	"ENSG00000175619"	119765
"OR4C11"	"ENSG00000172188"	219429
"OR4C12"	"ENSG00000284255"	283093
"OR4C12"	"ENSG00000221954"	283093
"OR4C13"	"ENSG00000258817"	283092
"OR4C15"	"ENSG00000181939"	81309
"OR4C16"	"ENSG00000279514"	219428
"OR4C3"	"ENSG00000176547"	256144
"OR4C45"	"ENSG00000260811"	403257
"OR4C46"	"ENSG00000185926"	119749
